,x_ones,x_Mkt-RF,x_SMB,x_HML,x_RMW,x_CMA,y_exp_return
2022-10-12,1.0,-0.27,0.02,0.02,-0.02,0.01,0.37074111040851776
2022-10-13,1.0,2.4,-0.27,1.57,0.55,0.95,1.8731835459606716
2022-10-14,1.0,-2.46,-0.21,1.2,0.53,1.58,-5.100922073124265
2022-10-17,1.0,2.74,0.37,-1.43,-1.01,-1.18,3.6000127053153195
2022-10-18,1.0,1.19,-0.13,0.01,-0.43,0.03,-0.0800146931663027
2022-10-19,1.0,-0.87,-1.2,1.21,0.7,0.77,-1.2022960091889912
2022-10-20,1.0,-0.8,-0.33,-0.43,-0.61,0.12,0.9325626766497229
2022-10-21,1.0,2.3,-0.05,0.1,0.61,-0.21,1.8065510277660624
2022-10-24,1.0,1.03,-0.63,0.44,1.16,0.48,-0.21501042588805708
2022-10-25,1.0,1.78,1.02,-1.52,-1.19,-1.22,4.707910428894785
2022-10-26,1.0,-0.66,0.7,0.89,-0.8,0.67,-2.8416517714542735
2022-10-27,1.0,-0.54,0.43,1.06,-0.36,0.52,-1.9028484459658934
2022-10-28,1.0,2.33,0.05,-0.33,0.38,0.61,5.808112519120684
2022-10-31,1.0,-0.67,0.47,0.75,-0.21,0.49,-3.1556492517724246
2022-11-01,1.0,-0.35,0.44,0.78,-0.01,0.4,-0.680003191363207
2022-11-02,1.0,-2.67,-0.87,1.61,0.21,1.05,-1.740447840984291
2022-11-03,1.0,-1.03,0.39,0.31,-0.13,0.06,2.5103041365748733
2022-11-04,1.0,1.16,-0.25,1.27,2.21,0.63,3.4463194064836364
2022-11-07,1.0,0.87,-0.34,0.61,1.06,0.94,1.4171034314181015
2022-11-08,1.0,0.5,-0.55,-0.36,-0.19,0.06,1.2066668051923497
2022-11-09,1.0,-2.25,-0.52,0.55,0.95,1.06,-6.169051525598143
2022-11-10,1.0,5.68,1.01,-3.11,-0.67,-2.73,14.255030896247625
2022-11-11,1.0,1.07,0.17,-1.08,-0.9,-1.14,5.68192734971307
2022-11-14,1.0,-0.95,-0.25,0.26,0.54,0.42,1.5888685763310069
2022-11-15,1.0,1.03,0.46,-0.7,-0.49,-0.51,3.8483745606327866
2022-11-16,1.0,-1.03,-1.07,0.57,1.19,0.93,-4.819559337896048
2022-11-17,1.0,-0.42,-0.29,0.58,1.38,0.75,1.6366253480189858
2022-11-18,1.0,0.4,-0.09,0.08,0.4,0.62,-0.46055185959519007
2022-11-21,1.0,-0.53,-0.21,0.99,0.48,1.1,-1.5227679964060907
2022-11-22,1.0,1.35,-0.38,0.43,0.72,-0.23,3.836401532954484
2022-11-23,1.0,0.63,-0.24,-0.94,-0.75,-0.57,1.5142412304038706
2022-11-25,1.0,-0.02,0.27,0.43,-0.16,0.14,-1.6632174228604828
2022-11-28,1.0,-1.55,-0.47,-0.2,0.3,0.29,-2.6091516689935226
2022-11-29,1.0,-0.18,0.34,1.03,0.19,0.48,0.2592571957519747
2022-11-30,1.0,3.12,-0.15,-2.07,-0.77,-1.41,5.76335100017942
2022-12-01,1.0,-0.02,0.04,-0.69,-0.32,-0.32,-0.2092164134886283
2022-12-02,1.0,-0.08,0.84,-0.55,-0.42,0.31,-3.2426389928805817
2022-12-05,1.0,-2.02,-0.55,-0.51,0.87,0.97,-1.8298177506840547
2022-12-06,1.0,-1.51,-0.02,1.16,0.82,0.71,-4.566402035500001
2022-12-07,1.0,-0.24,-0.17,-0.34,0.08,-0.21,-0.20099681176631368
2022-12-08,1.0,0.77,-0.09,-1.22,-0.57,-0.63,0.45449021090153074
2022-12-09,1.0,-0.8,-0.53,0.36,0.24,0.14,-2.6838087842294196
2022-12-12,1.0,1.41,-0.28,-0.16,-0.24,-0.13,3.0165148594674056
2022-12-13,1.0,0.66,0.08,-0.74,-0.28,-0.59,1.3707318272610785
2022-12-14,1.0,-0.56,0.04,-0.43,-0.15,-0.08,-3.8122333046436925
2022-12-15,1.0,-2.57,-0.11,1.37,0.26,0.36,-3.497795321707981
2022-12-16,1.0,-1.02,0.55,0.19,-0.05,0.4,-1.6994437663269975
2022-12-19,1.0,-1.01,-0.62,1.24,0.68,1.18,-1.269642070492289
2022-12-20,1.0,0.13,0.25,0.25,-0.5,0.46,0.6961949836639496
2022-12-21,1.0,1.52,0.14,-0.13,0.37,-0.28,4.027039400513759
2022-12-22,1.0,-1.52,0.21,0.37,-0.08,0.87,-5.660207561464931
2022-12-23,1.0,0.51,-0.34,1.16,0.86,0.46,1.017504582534972
2022-12-27,1.0,-0.51,-0.44,1.42,1.16,1.22,-1.9533779453490836
2022-12-28,1.0,-1.23,-0.3,-0.29,-0.96,-0.04,-1.1223707252645605
2022-12-29,1.0,1.87,1.03,-1.07,-1.02,-0.82,3.5799725283267296
2022-12-30,1.0,-0.22,0.14,-0.03,-0.54,0.0,-0.0931413946208388
2023-01-03,1.0,-0.47,0.05,-0.12,0.25,0.52,-1.174943552372076
2023-01-04,1.0,0.81,0.56,0.04,-0.78,0.0,0.9826986138740782
2023-01-05,1.0,-1.14,0.15,1.21,0.78,0.8,-3.620466902399921
2023-01-06,1.0,2.21,-0.01,0.04,0.85,0.14,2.598108624312379
2023-01-09,1.0,0.04,0.35,-1.24,-0.69,-1.0,5.1112032930690665
2023-01-10,1.0,0.8,0.86,-0.57,-0.46,-0.47,1.1876478490814084
2023-01-11,1.0,1.26,0.02,-0.82,-0.18,-1.02,1.4671946532577755
2023-01-12,1.0,0.46,1.4,-0.3,-1.12,-0.51,2.5025562622019497
2023-01-13,1.0,0.46,0.23,-0.29,-0.21,-0.26,0.26548155313777
2023-01-17,1.0,-0.18,-0.02,-0.52,-0.62,-0.4,0.8139807575924255
2023-01-18,1.0,-1.54,0.03,-0.7,0.33,-0.09,-1.4976503880664733
2023-01-19,1.0,-0.86,-0.09,0.84,0.57,0.64,-4.0152982328534925
2023-01-20,1.0,1.95,-0.03,-0.71,-0.18,-0.73,3.4684536143285265
2023-01-23,1.0,1.29,-0.04,-1.01,-0.48,-1.0,9.202350810058336
2023-01-24,1.0,-0.16,-0.17,0.21,-0.22,0.36,-2.4082215604918407
2023-01-25,1.0,0.0,0.13,0.65,0.03,0.23,0.26413349725127355
2023-01-26,1.0,1.08,-0.62,0.02,-0.2,-0.34,0.31673379759484843
2023-01-27,1.0,0.36,0.33,-1.15,-0.65,-1.19,0.3023159287863567
2023-01-30,1.0,-1.38,0.04,0.72,0.42,0.82,-3.9294728354603676
2023-01-31,1.0,1.58,0.94,-0.08,-0.06,-0.52,3.7097145498509625
2023-02-01,1.0,1.19,0.63,-1.67,-0.2,-1.08,12.610074079947326
2023-02-02,1.0,1.54,1.16,-2.07,-0.23,-1.64,4.318009210078218
2023-02-03,1.0,-1.08,0.37,0.95,1.02,0.97,-2.531873040512937
2023-02-06,1.0,-0.73,-0.8,0.41,-0.26,0.41,-2.817391491731473
2023-02-07,1.0,1.24,-0.51,-0.05,0.31,-0.36,2.6469179598481345
2023-02-08,1.0,-1.18,-0.68,0.72,-0.33,-0.05,-1.4380921530646005
2023-02-09,1.0,-0.95,-0.61,0.2,0.31,0.41,-1.7655538012382885
2023-02-10,1.0,0.11,-0.31,1.55,0.62,0.85,-2.0970719223332974
2023-02-13,1.0,1.14,0.09,-0.73,0.46,-0.28,2.0070292446066356
2023-02-14,1.0,0.12,-0.05,-0.68,-0.68,-0.89,3.3742769012340705
2023-02-15,1.0,0.51,0.73,-0.9,-1.12,-1.01,-0.9138658178080947
2023-02-16,1.0,-1.37,0.22,0.97,0.83,0.87,-6.005319154554171
2023-02-17,1.0,-0.28,0.65,-0.15,0.17,0.52,-1.9910292144448547
2023-02-21,1.0,-2.16,-1.15,0.91,0.36,0.78,-2.2218259323994833
2023-02-22,1.0,-0.04,0.45,-0.43,-0.37,-0.39,-0.22640958670185204
2023-02-23,1.0,0.46,0.11,-0.24,-0.02,-0.39,4.080680804897637
2023-02-24,1.0,-1.09,-0.26,1.25,0.25,0.37,-2.0995092941810385
2023-02-27,1.0,0.31,0.05,-0.29,0.05,-0.4,0.8527905456077469
2023-02-28,1.0,-0.26,0.53,-0.71,-0.58,-0.15,-0.25920200597779197
2023-03-01,1.0,-0.42,0.4,0.62,0.2,0.61,-0.3850518055100567
2023-03-02,1.0,0.67,-0.5,-0.41,-0.14,0.18,2.730201942440507
2023-03-03,1.0,1.61,-0.07,-0.52,-0.37,-0.65,1.3266083650940335
2023-03-06,1.0,-0.13,-1.61,-0.09,0.31,-0.12,-0.45760082897605203
2023-03-07,1.0,-1.45,0.63,-0.66,-0.11,-0.17,1.154523540384849
2023-03-08,1.0,0.08,0.08,-0.39,0.38,-0.13,3.954286337836759
2023-03-09,1.0,-2.02,-0.68,-0.66,1.03,0.62,-1.5856426428178922
2023-03-10,1.0,-1.68,-1.38,0.8,0.98,1.07,-1.6344703440536463
2023-03-13,1.0,-0.34,-1.17,-3.52,-1.01,-0.61,-0.8143501237850188
2023-03-14,1.0,1.71,0.0,-0.4,-0.21,-0.45,6.617330899047052
2023-03-15,1.0,-0.79,-0.52,-1.81,0.35,-0.42,2.5340325154424352
2023-03-16,1.0,1.76,0.0,-0.19,0.07,-0.71,7.700322642057283
2023-03-17,1.0,-1.21,-1.05,-1.55,0.27,-0.24,1.267641701197058
2023-03-20,1.0,0.84,-0.36,0.75,0.51,0.7,-1.0687379577363938
2023-03-21,1.0,1.49,0.47,0.67,-0.26,-1.07,-0.9249941902801435
2023-03-22,1.0,-1.74,-0.81,-0.47,0.79,0.2,1.7040057548523606
2023-03-23,1.0,0.21,-0.44,-1.55,0.06,-0.83,2.7509572633507666
2023-03-24,1.0,0.46,0.18,0.72,0.36,0.38,-2.3394960704204943
2023-03-27,1.0,0.27,0.51,1.01,-0.27,0.36,-1.3840412247472518
2023-03-28,1.0,-0.17,-0.02,0.75,0.09,0.55,-2.1379366926886862
2023-03-29,1.0,1.39,-0.35,-0.54,-0.89,-0.52,1.6020190554138107
2023-03-30,1.0,0.5,-0.61,-0.58,0.2,-0.11,1.846837947493512
2023-03-31,1.0,1.53,0.51,-0.77,-0.45,-0.76,0.11682068498214894
2023-04-03,1.0,0.28,-0.19,0.78,0.51,0.7,-1.4974455117154937
2023-04-04,1.0,-0.72,-1.13,-0.72,0.0,0.0,-0.7325762525449739
2023-04-05,1.0,-0.4,-1.01,1.4,0.79,1.17,-3.470597364305687
2023-04-06,1.0,0.34,-0.03,-0.53,-0.41,-0.14,-0.11523027254149308
2023-04-10,1.0,0.2,0.85,0.27,-0.06,-0.11,3.237112032545915
2023-04-11,1.0,0.06,0.71,0.58,0.05,0.12,-1.5366473886224739
2023-04-12,1.0,-0.51,-0.43,0.37,0.49,0.4,-1.8259304161561782
2023-04-13,1.0,1.39,0.16,-1.17,-0.22,-0.68,-0.27794312618256023
2023-04-14,1.0,-0.23,-0.76,0.2,0.61,0.1,-0.38720007754494
2023-04-17,1.0,0.33,0.7,-0.2,-1.3,-0.25,-2.0670433279759854
2023-04-18,1.0,0.04,-0.4,-0.3,-0.02,0.18,-0.11814906479857144
2023-04-19,1.0,-0.04,0.26,0.4,-0.02,0.12,0.16021749196356153
2023-04-20,1.0,-0.61,0.12,-0.26,0.72,0.48,0.1710128578282635
2023-04-21,1.0,0.08,0.09,-0.91,-0.61,-0.1,-1.8823882963005898
2023-04-24,1.0,0.0,-0.27,0.47,0.65,0.29,-0.9905213246451037
2023-04-25,1.0,-1.76,-0.83,0.11,0.44,0.88,-4.323123508284348
2023-04-26,1.0,-0.41,-0.05,-0.75,0.04,-0.33,2.535698462667953
2023-04-27,1.0,1.85,-0.6,0.01,0.47,-0.19,1.7274037204882589
2023-04-28,1.0,0.77,0.23,0.17,0.11,0.22,2.189228100741521
2023-05-01,1.0,-0.02,0.17,-0.78,-0.5,0.18,0.34206163700320413
2023-05-02,1.0,-1.28,-0.73,-1.39,0.7,0.05,0.2292906842620006
2023-05-03,1.0,-0.56,0.86,-1.02,-0.91,-0.44,-9.23633208527272
2023-05-04,1.0,-0.78,-0.47,-0.99,-0.55,-0.27,6.09769480011259
2023-05-05,1.0,1.9,0.49,0.6,0.25,-0.65,3.713356546330531
2023-05-08,1.0,0.08,-0.38,-0.27,-0.55,-0.4,5.772073007126315
2023-05-09,1.0,-0.43,0.12,-0.05,-0.37,-0.4,0.005040238713987413
2023-05-10,1.0,0.43,0.2,-1.31,-0.08,-0.79,2.045854759952575
2023-05-11,1.0,-0.21,-0.51,-0.08,0.85,0.11,0.06645911546360674
2023-05-12,1.0,-0.22,-0.1,0.35,0.4,0.47,-1.910949914320565
2023-05-15,1.0,0.47,0.78,0.01,-0.73,-0.46,2.2304826177392316
2023-05-16,1.0,-0.72,-0.45,-0.46,0.75,-0.1,4.172913518621096
2023-05-17,1.0,1.32,0.85,1.18,-0.38,-0.28,2.2208905872836686
2023-05-18,1.0,0.99,-0.23,-0.38,0.16,-0.7,4.012915956795931
2023-05-19,1.0,-0.26,-0.39,-0.3,-0.02,0.18,-1.9709713743958752
2023-05-22,1.0,0.17,1.12,-0.22,-1.24,-0.91,2.044102354434612
2023-05-23,1.0,-1.09,0.61,1.05,0.21,0.19,0.09511365424261166
2023-05-24,1.0,-0.72,-0.39,-0.19,-0.03,-0.05,0.12272909052354831
2023-05-25,1.0,0.64,-1.09,-1.08,1.35,-1.23,11.141293992424155
2023-05-26,1.0,1.32,-0.29,-0.87,-0.26,-0.52,5.5344780971078915
2023-05-30,1.0,-0.01,-0.25,-0.41,-0.36,-0.96,-1.4015011832978992
2023-05-31,1.0,-0.6,-0.25,-1.12,-0.95,0.08,-5.651824816623813
2023-06-01,1.0,1.01,0.05,-0.07,-0.12,-0.39,1.04690148548269
2023-06-02,1.0,1.62,1.74,1.63,0.43,0.75,-1.366619146146428
2023-06-05,1.0,-0.26,-1.09,-0.73,-0.61,-0.41,0.04039224033744139
2023-06-06,1.0,0.47,2.25,1.32,-0.17,-0.41,5.32315469808772
2023-06-07,1.0,-0.36,1.89,2.24,0.74,1.28,-5.170735774723143
2023-06-08,1.0,0.59,-0.78,-1.15,-0.16,-0.5,2.7137515663794876
2023-06-09,1.0,0.03,-0.79,-0.4,0.06,-0.23,3.178021907990205
2023-06-12,1.0,0.94,-0.27,-1.4,-0.22,-0.77,3.3991911103505323
2023-06-13,1.0,0.74,0.52,0.07,-0.55,-0.51,-3.6260930985723228
2023-06-14,1.0,-0.04,-1.06,-0.92,0.63,-0.24,2.229456660406961
2023-06-15,1.0,1.22,-0.36,0.06,0.22,-0.09,-2.4457681794154618
2023-06-16,1.0,-0.45,-0.51,0.21,0.16,0.35,-3.367354881071658
2023-06-20,1.0,-0.48,0.21,-0.66,-0.11,-0.51,-0.9766961262016681
2023-06-21,1.0,-0.56,0.29,0.54,0.59,0.86,-5.753465380748355
2023-06-22,1.0,0.32,-0.96,-1.23,0.25,-0.53,-1.2766965965863883
2023-06-23,1.0,-0.84,-0.6,0.07,0.27,0.06,-0.6423015637157835
2023-06-26,1.0,-0.48,0.0,1.3,0.63,0.67,-2.2915206358092166
2023-06-27,1.0,1.21,0.32,-0.52,0.24,-0.71,2.6598179668795874
2023-06-28,1.0,0.04,0.47,-0.42,-0.62,-0.42,-0.21829452116996814
2023-06-29,1.0,0.44,0.76,0.76,0.58,0.46,0.952226025785521
2023-06-30,1.0,1.14,-0.73,-0.77,-0.1,-0.29,2.3812210082830765
2023-07-03,1.0,0.15,0.27,1.08,0.16,0.11,1.6547588195155003
2023-07-05,1.0,-0.29,-1.06,-0.26,-0.29,-0.01,-1.6365767151695134
2023-07-06,1.0,-0.95,-0.59,-0.68,0.57,0.06,-0.4344559928878946
2023-07-07,1.0,-0.12,1.3,1.25,-0.2,0.19,-0.29518045366390155
2023-07-10,1.0,0.37,1.24,-0.01,-1.01,0.54,0.34029006692860553
2023-07-11,1.0,0.75,0.18,0.49,-0.22,0.29,-2.011788783057178
2023-07-12,1.0,0.74,0.37,0.43,-0.3,-0.45,2.906496357498678
2023-07-13,1.0,0.9,-0.07,-0.1,-0.17,-0.67,1.1474853521353687
2023-07-14,1.0,-0.25,-0.7,-1.51,0.42,-0.54,-0.0047430359067292885
2023-07-17,1.0,0.49,0.64,-0.27,-0.39,-0.06,2.0307835115587314
2023-07-18,1.0,0.78,0.44,1.09,0.63,-0.44,-0.3516140894644473
2023-07-19,1.0,0.25,0.26,1.32,0.15,0.18,-1.293940978646946
2023-07-20,1.0,-0.81,-0.35,0.65,0.45,1.48,-5.329910580586894
2023-07-21,1.0,-0.05,-0.37,-0.37,-0.16,0.11,0.612917866886342
2023-07-24,1.0,0.31,-0.03,0.78,0.96,-0.22,-0.32844105204368224
2023-07-25,1.0,0.25,-0.23,-0.79,0.47,-0.4,2.138744396040415
2023-07-26,1.0,0.02,0.87,1.02,-0.35,0.64,-2.59722447974281
2023-07-27,1.0,-0.75,-0.81,0.26,0.39,0.13,0.8954331636187416
2023-07-28,1.0,1.14,0.42,-0.32,-0.76,-0.39,1.652167989106512
2023-07-31,1.0,0.26,1.0,-0.09,-0.94,0.06,1.2527897070443548
2023-08-01,1.0,-0.35,-0.11,0.31,0.19,-0.28,2.777200092273
2023-08-02,1.0,-1.49,-0.04,0.59,0.68,0.69,-7.035306213473704
2023-08-03,1.0,-0.2,0.02,0.08,0.33,-0.34,3.4550828575979664
2023-08-04,1.0,-0.49,0.07,0.77,-0.17,-0.66,2.339697863843735
2023-08-07,1.0,0.77,-1.08,0.57,0.66,-0.1,0.8347728081316652
2023-08-08,1.0,-0.47,0.11,0.12,0.51,0.03,-3.0848011955178523
2023-08-09,1.0,-0.78,-0.02,-0.04,0.85,0.03,-2.457518373579961
2023-08-10,1.0,0.01,-0.45,-0.67,-0.02,-0.06,-0.23725161683491255
2023-08-11,1.0,-0.11,0.25,0.47,-0.21,0.37,-2.433139418581045
2023-08-14,1.0,0.51,-0.85,-0.79,0.11,-0.63,4.079659453956073
2023-08-15,1.0,-1.18,0.0,-1.04,0.19,0.05,-0.5826048079355517
2023-08-16,1.0,-0.81,-0.48,-0.14,0.38,0.02,-3.7559641578097236
2023-08-17,1.0,-0.87,-0.17,0.5,0.49,0.16,-2.585537771587645
2023-08-18,1.0,0.04,0.41,-0.22,0.07,-0.12,0.9470571459461374
2023-08-21,1.0,0.64,-0.88,-0.58,0.17,-0.87,2.6068414913473537
2023-08-22,1.0,-0.32,-0.01,-1.05,-0.33,-0.22,-2.3855493713892195
2023-08-23,1.0,1.08,-0.22,-0.11,-0.38,-0.25,3.5480451565405002
2023-08-24,1.0,-1.43,0.01,0.62,0.53,0.4,-6.992491302329908
2023-08-25,1.0,0.65,-0.24,-0.58,-0.36,-0.17,0.422040210954997
2023-08-28,1.0,0.63,0.09,0.41,0.26,0.03,0.33207883652963455
2023-08-29,1.0,1.5,-0.08,-0.11,-0.05,-0.44,3.2058040531186083
2023-08-30,1.0,0.41,0.09,-0.45,-0.42,-0.03,0.6125511523108673
2023-08-31,1.0,-0.08,-0.19,0.21,0.06,-0.26,-0.8362070992381088
2023-09-01,1.0,0.26,0.84,0.59,-0.02,-0.2,3.5071835834945375
2023-09-05,1.0,-0.54,-1.58,-0.85,-0.32,-0.48,1.1941684496470417
2023-09-06,1.0,-0.71,0.02,-0.18,-0.45,0.1,-1.3750350392929667
2023-09-07,1.0,-0.4,-0.69,0.03,-0.21,0.0,-2.482568879442444
2023-09-08,1.0,0.12,-0.51,0.39,0.29,0.01,-0.4900871725100743
2023-09-11,1.0,0.66,-0.47,-0.53,-0.49,-0.34,-0.7467957108547819
2023-09-12,1.0,-0.59,0.2,1.02,0.26,0.24,-0.030496901119876445
2023-09-13,1.0,0.03,-0.87,-0.22,0.27,-0.36,2.2579873530702166
2023-09-14,1.0,0.84,0.49,0.86,0.83,0.02,-1.0236941233261754
2023-09-15,1.0,-1.21,0.21,0.25,-0.32,0.48,-4.841406566674351
2023-09-18,1.0,-0.04,-0.81,-0.19,0.21,-0.05,0.8460853299196368
2023-09-19,1.0,-0.27,-0.11,-0.01,0.34,0.31,-0.7634070683204498
2023-09-20,1.0,-0.95,-0.05,0.27,0.26,0.5,-1.2708811778685836
2023-09-21,1.0,-1.69,0.34,0.38,0.55,0.14,-4.236662628982697
2023-09-22,1.0,-0.25,-0.09,-0.5,0.17,-0.18,0.0726388901457752
2023-09-25,1.0,0.39,-0.07,0.35,0.59,-0.46,1.205611582753634
2023-09-26,1.0,-1.46,0.35,-0.5,-0.36,-0.08,-1.4792031310290232
2023-09-27,1.0,0.13,0.78,0.12,0.18,-0.27,2.1778335040459496
2023-09-28,1.0,0.65,0.19,0.03,0.43,-0.03,4.761300862649813
2023-09-29,1.0,-0.27,-0.02,0.3,-0.18,-0.15,0.03738610095998397
2023-10-02,1.0,-0.14,-1.28,-1.05,0.86,-0.52,0.41665507642268274
2023-10-03,1.0,-1.5,-0.26,-0.14,0.29,0.15,-3.1099851028438996
2023-10-04,1.0,0.77,-0.53,-0.39,-0.39,-0.33,3.9658083440936176
2023-10-05,1.0,-0.15,0.28,0.08,-0.45,-0.12,-1.1356305718424342
2023-10-06,1.0,1.21,-0.44,-0.55,-0.32,-0.52,4.1865542197793415
2023-10-09,1.0,0.58,-0.16,0.26,0.81,-0.38,-0.2727686016829224
2023-10-10,1.0,0.61,0.32,0.64,-0.24,0.19,1.8860775846009137
2023-10-11,1.0,0.32,-0.65,0.39,0.64,-0.25,-0.6631471093651765
2023-10-12,1.0,-0.81,-1.49,0.12,1.18,-0.22,0.42217548495365065
2023-10-13,1.0,-0.59,-0.35,0.06,0.08,0.46,-3.4220520695828216
2023-10-16,1.0,1.14,0.58,-0.09,-0.36,-0.02,1.2826471541754803
2023-10-17,1.0,0.09,1.05,0.7,-0.07,0.33,-1.2609020347321653
2023-10-18,1.0,-1.47,-0.6,-0.17,0.85,0.46,-2.8458061993003336
2023-10-19,1.0,-0.92,-0.54,-0.22,-0.05,0.0,0.20411829407421136
2023-10-20,1.0,-1.32,0.08,-0.15,0.2,0.37,-0.5971757407162227
2023-10-23,1.0,-0.23,-0.58,-0.78,0.17,-0.44,-1.7889947603646217
2023-10-24,1.0,0.71,0.09,-0.58,-0.9,0.15,1.6388300142556256
2023-10-25,1.0,-1.58,-0.02,0.84,1.5,0.2,-5.538852573410509
2023-10-26,1.0,-1.15,1.19,1.66,-0.76,0.48,-2.5090277434846
2023-10-27,1.0,-0.53,-0.58,-0.57,0.42,-0.96,2.925516697109858
2023-10-30,1.0,1.15,-0.34,0.28,-0.14,0.17,-0.2802554176177653
2023-10-31,1.0,0.63,0.05,-0.08,-0.84,0.06,2.3911435719099083
2023-11-01,1.0,0.93,-0.68,-0.03,0.12,-0.71,9.664280117286642
2023-11-02,1.0,1.95,0.71,1.64,-0.25,0.53,-0.2153716056026723
2023-11-03,1.0,1.1,1.74,0.59,-1.18,0.18,4.0780430250297695
2023-11-06,1.0,0.01,-1.23,-0.65,0.88,-0.19,-0.46643429844098316
2023-11-07,1.0,0.35,-0.41,-1.21,-1.31,-0.07,1.5002500655411133
2023-11-08,1.0,-0.04,-1.0,-0.44,0.44,0.04,0.10240184523080832
2023-11-09,1.0,-0.89,-1.01,0.49,0.54,-0.3,-0.10903457817150307
2023-11-10,1.0,1.49,-0.62,-0.44,0.74,-0.35,4.472786739024341
2023-11-13,1.0,-0.05,0.06,-0.27,-0.3,-0.18,-1.5388307428517556
2023-11-14,1.0,2.18,3.22,1.18,-0.98,-0.23,2.624771310615519
2023-11-15,1.0,0.18,0.13,0.49,-0.14,0.5,-1.5892326463886897
2023-11-16,1.0,-0.11,-1.5,-0.31,-0.44,-0.37,1.5298490093683714
2023-11-17,1.0,0.25,1.22,0.62,0.03,0.37,0.6382680492829794
2023-11-20,1.0,0.73,-0.11,-0.28,-0.32,-0.31,0.733432110755876
2023-11-21,1.0,-0.32,-0.96,-0.61,0.42,-0.03,-1.9711317707502851
2023-11-22,1.0,0.42,0.2,-0.05,-0.38,0.01,2.7903447223620192
2023-11-24,1.0,0.11,0.62,0.19,-0.51,0.24,-0.18425571312481023
2023-11-27,1.0,-0.23,-0.14,-0.08,0.12,-0.25,0.25698542561681126
2023-11-28,1.0,0.06,-0.3,0.05,-0.17,0.02,-0.542809524407868
2023-11-29,1.0,0.02,0.58,0.69,-0.78,-0.06,1.4870700808743242
2023-11-30,1.0,0.35,-0.4,0.02,-0.11,0.19,-2.1929780744073213
2023-12-01,1.0,0.82,2.23,1.06,-0.37,0.57,0.1688280955656473
2023-12-04,1.0,-0.44,1.5,0.5,-0.43,0.77,-2.344090624436308
2023-12-05,1.0,-0.21,-1.06,-0.83,0.19,-0.41,-0.181244953947275
2023-12-06,1.0,-0.39,0.36,0.31,-0.23,0.26,-1.3387881354856201
2023-12-07,1.0,0.81,0.1,0.47,0.06,-0.19,9.866001757007385
2023-12-08,1.0,0.44,0.16,0.53,-0.14,-0.09,0.4074514081781543
2023-12-11,1.0,0.34,-0.43,-0.12,0.02,0.65,4.237459177116647
2023-12-12,1.0,0.34,-0.64,-0.88,-0.38,-0.22,2.359772904587225
2023-12-13,1.0,1.55,1.92,1.35,-0.99,0.17,0.40048232576277865
2023-12-14,1.0,0.51,1.84,2.05,0.05,0.41,-0.15849362330810476
2023-12-15,1.0,-0.06,-0.59,-0.57,0.14,-0.35,0.8123289104959229
2023-12-18,1.0,0.42,-0.51,-0.38,0.35,-0.25,-0.20066224287869758
2023-12-19,1.0,0.72,1.5,0.7,-0.38,0.06,0.8789280453039882
2023-12-20,1.0,-1.56,-0.34,0.13,0.76,0.08,-3.360274262999914
2023-12-21,1.0,1.09,0.75,-0.03,-0.57,-0.17,3.256480181145598
2023-12-22,1.0,0.21,0.61,0.09,-0.64,0.19,-0.2425692591520546
2023-12-26,1.0,0.48,0.81,0.46,-0.34,-0.15,2.708224492847493
2023-12-27,1.0,0.16,0.16,0.12,-0.31,-0.14,1.8338243457106707
2023-12-28,1.0,-0.01,-0.38,0.03,-0.32,0.15,1.8205739356036688
2023-12-29,1.0,-0.43,-1.13,-0.37,0.67,-0.07,-0.9284958957897339
